pitcher,p_whip,cf_score,p_throws
692024,0.26206896,0.0,R
642585,0.22858845,0.0,R
663773,0.30562016,0.0,R
806185,0.2875195,0.0,R
701581,0.29396597,0.0,R
669721,0.32386363,0.0,R
687888,0.29540637,0.0,L
681857,0.2625052,0.0,R
542932,0.608,0.0,R
664123,0.4021164,0.0,R
669450,1.2666667,0.0,R
571657,0.8142857,0.0,R
661403,0.24742974,0.0,R
642216,0.35315984,0.0,R
663546,0.3337215,0.0,R
650671,0.32,0.0,L
623167,0.34044987,0.0,R
448179,0.3362002,0.0,L
645305,1.2666667,0.0,R
645444,0.5241379,0.0,R
519151,0.30086303,0.0,R
643338,0.2694429,0.0,R
687922,0.3479518,0.0,L
664351,0.33657143,0.0,R
665019,0.747541,0.0,R
573186,0.31384668,0.0,R
802419,0.43252033,0.0,R
702795,0.43468633,0.0,R
660730,0.304,0.0,R
687223,0.36701337,0.0,L
669459,0.30628875,0.0,L
691251,0.48144796,0.0,R
543592,1.9,0.0,R
543391,0.2829787,0.0,R
623352,0.21606168,0.0,L
608665,0.32284123,0.0,R
593576,0.2912459,0.0,R
669707,0.6909091,0.0,R
678011,0.95,0.0,R
593423,0.30674157,0.0,R
642133,0.45084745,0.0,L
672578,0.3045296,0.0,R
592351,0.31902325,0.0,R
607179,0.31702128,0.0,R
669391,0.50666666,0.0,R
663897,0.3859375,0.0,R
605463,0.2971481,0.0,R
676801,0.3,0.0,L
665625,0.32663667,0.0,R
641386,0.27853402,0.0,L
518489,0.2826264,0.0,R
669422,0.36476305,0.0,R
699911,0.3569061,0.0,R
541640,0.34736842,0.0,R
678495,0.24566104,0.0,R
656458,0.6468085,0.0,L
685107,0.30563003,0.0,L
680701,0.44468084,0.0,L
683155,0.31498572,0.0,R
690916,0.30801132,0.0,R
694359,0.95,0.0,R
672724,0.5181818,0.0,R
687931,0.32084432,0.0,L
680735,0.30222693,0.0,L
620443,0.54285717,0.0,R
686676,0.67058825,0.0,R
542881,0.3073778,0.0,L
656577,0.6,0.0,R
674384,0.36923078,0.0,R
663399,0.29166666,0.0,L
642016,0.3373368,0.0,R
805427,0.475,0.0,L
686228,0.41864407,0.0,R
571946,0.22506438,0.0,R
663671,0.25762713,0.0,R
665665,0.3437186,0.0,L
669060,0.32083893,0.0,R
676206,0.2488665,0.0,R
622253,0.35445815,0.0,R
678215,0.41182265,0.0,R
680689,0.32891345,0.0,R
641482,0.28145194,0.0,L
669308,0.27749628,0.0,R
663562,0.38509214,0.0,R
672391,0.2930529,0.0,R
687003,0.4160584,0.0,R
677649,0.17272727,0.0,R
664068,1.9,0.0,R
676961,0.3364817,0.0,R
678226,0.27508417,0.0,R
802686,0.36190477,0.0,L
660644,0.75,0.0,R
684974,0.3728972,0.0,R
571912,0.4598726,0.0,R
661527,0.2982935,0.0,R
680837,0.36190477,0.0,R
663795,0.26801008,0.0,R
677651,0.29880342,0.0,R
596103,0.54285717,0.0,R
605177,0.2999609,0.0,L
697812,0.23030303,0.0,L
687830,0.29003882,0.0,R
657585,0.29781586,0.0,R
669722,0.0,0.0,R
676679,0.66086954,0.0,R
543101,0.30427662,0.0,R
664747,0.27281287,0.0,R
687589,0.48363635,0.0,R
672710,0.32435396,0.0,R
641540,0.31448805,0.0,R
690544,0.35285714,0.0,L
656629,0.31244877,0.0,R
687863,0.2742857,0.0,R
656716,0.41304347,0.0,R
643396,0.35466668,0.0,R
596112,0.228,0.0,R
641154,0.27566907,0.0,R
682790,0.2590909,0.0,R
641672,0.35093284,0.0,R
800049,0.37197697,0.0,R
686752,0.2615491,0.0,R
694462,0.3111566,0.0,R
669145,0.32153845,0.0,L
664294,0.25450346,0.0,R
621244,0.295065,0.0,R
687166,0.5181818,0.0,R
663321,0.32669684,0.0,R
622503,0.34311512,0.0,R
687134,0.37787446,0.0,R
686642,0.2710947,0.0,L
543859,0.25990006,0.0,R
643361,0.2749354,0.0,R
620454,0.39189687,0.0,L
685314,0.26624203,0.0,L
681882,0.33721855,0.0,R
669456,0.28543347,0.0,R
666214,0.3219836,0.0,L
543294,0.31616175,0.0,R
506433,0.28395063,0.0,R
682990,0.31887472,0.0,R
621051,0.27215627,0.0,R
606160,0.2941215,0.0,R
642239,0.27376345,0.0,L
678024,0.2867066,0.0,R
701487,0.31608135,0.0,R
685068,0.48045978,0.0,R
663455,0.30086058,0.0,L
570632,0.32460734,0.0,R
688138,0.32866332,0.0,R
571760,0.29541904,0.0,L
676661,0.30222222,0.0,R
702674,0.37486488,0.0,R
666659,0.3268817,0.0,R
678692,0.2626016,0.0,R
502085,0.25797102,0.0,R
664948,0.32884616,0.0,L
670955,0.24099442,0.0,R
692030,0.0,0.0,R
543518,0.298915,0.0,R
669674,0.3046482,0.0,L
592426,0.3041973,0.0,R
650893,0.30884352,0.0,L
669704,0.27209878,0.0,R
663432,0.3156146,0.0,R
696136,0.32918605,0.0,L
689017,0.27055675,0.0,R
450203,0.31321928,0.0,R
678821,0.33969697,0.0,L
657571,0.29638556,0.0,L
829272,0.34635416,0.0,L
685326,0.34826884,0.0,R
676664,0.29287806,0.0,L
592254,0.33089888,0.0,R
477132,0.28277445,0.0,L
668881,0.2502341,0.0,R
458677,0.3100655,0.0,L
702903,0.0,0.0,R
689359,1.3,0.0,L
806288,0.50666666,0.0,R
828494,1.0133333,0.0,R
656240,0.3180918,0.0,R
622098,0.28275383,0.0,R
822636,0.0,0.0,L
663681,1.2666667,0.0,R
824200,0.0,0.0,R
688730,1.2666667,0.0,R
682240,0.2590909,0.0,R
688230,0.25333333,0.0,L
665878,0.475,0.0,R
703360,0.8142857,0.0,R
668943,0.3059322,0.0,R
822627,0.5181818,0.0,L
693313,0.30446842,0.0,R
685377,0.6909091,0.0,R
802363,0.228,0.0,R
670062,1.3,0.0,R
656786,0.3294355,0.0,L
686826,0.2858934,0.0,R
670810,0.3699115,0.0,R
692285,0.29555556,0.0,R
815779,0.95,0.0,R
676153,1.3,0.0,R
699613,1.3,0.0,L
664918,0.0,0.0,R
642575,0.42222223,0.0,R
605242,0.32043996,0.0,R
677957,0.9047619,0.0,L
800317,0.0,0.0,L
676881,0.38,0.0,L
689450,0.0,0.0,R
827620,1.3,0.0,R
702352,0.3059322,0.0,R
807718,0.0,0.0,R
805684,1.3,0.0,R
595881,0.34654087,0.0,R
702847,0.0,0.0,R
696263,0.7862069,0.0,R
695680,1.3,0.0,R
694298,0.42222223,0.0,L
687762,0.32340425,0.0,R
594835,0.36813256,0.0,L
682077,0.54285717,0.0,R
686701,0.28158474,0.0,R
678013,0.33529413,0.0,R
660896,0.29873726,0.0,R
682175,0.35534352,0.0,L
811229,1.3,0.0,R
805783,0.0,0.0,R
666168,0.36908785,0.0,R
676092,0.30184728,0.0,R
695661,0.475,0.0,R
805892,0.6333333,0.0,R
813766,0.0,0.0,R
809950,0.38,0.0,R
690229,1.9,0.0,R
701951,0.95,0.0,R
686811,0.54285717,0.0,R
688753,0.42222223,0.0,R
802087,0.76,0.0,L
694360,0.0,0.0,R
682785,0.57,0.0,R
669285,0.34545454,0.0,R
813266,0.0,0.0,R
814837,0.76,0.0,R
703440,0.2375,0.0,R
682949,0.0,0.0,L
685290,0.0,0.0,L
679057,1.9,0.0,L
695294,1.3,0.0,R
641871,0.27511314,0.0,R
622256,0.6333333,0.0,R
676050,0.47079647,0.0,L
825932,1.2666667,0.0,R
702065,0.54285717,0.0,L
694350,0.34973451,0.0,R
676666,1.2666667,0.0,L
681117,0.22352941,0.0,L
686900,1.3,0.0,L
682645,0.0,0.0,R
534910,0.29482758,0.0,R
668761,0.0,0.0,R
667652,0.6909091,0.0,R
691172,0.29803923,0.0,R
621074,0.31105047,0.0,R
669449,0.2923077,0.0,L
691008,0.3257143,0.0,R
822038,0.5181818,0.0,R
687040,0.0,0.0,L
641962,0.50666666,0.0,L
695740,0.42222223,0.0,R
681387,0.76,0.0,L
692838,0.34545454,0.0,R
628709,0.0,0.0,R
694978,0.0,0.0,R
822472,1.9,0.0,R
814492,0.0,0.0,R
695766,0.09047619,0.0,L
680933,0.18095239,0.0,R
680743,0.3275862,0.0,R
596295,0.3412452,0.0,L
694370,0.34545454,0.0,R
691765,0.11875,0.0,R
686745,0.0,0.0,R
684384,0.35625,0.0,R
828594,0.0,0.0,L
669081,0.6909091,0.0,L
695378,0.13103448,0.0,R
692243,0.0,0.0,L
682624,0.95,0.0,R
657265,0.27142859,0.0,R
681869,0.32350698,0.0,R
804254,0.84444445,0.0,R
605154,0.2834301,0.0,R
694781,0.0,0.0,R
703725,0.36774194,0.0,R
682087,0.0,0.0,R
669298,0.5241379,0.0,R
656620,3.8,0.0,R
702578,0.31666666,0.0,L
700270,0.32770643,0.0,R
663804,0.33310264,0.0,R
803035,0.0,0.0,R
680899,0.2,0.0,L
666768,0.6333333,0.0,R
815084,0.21111111,0.0,R
682981,0.44705883,0.0,R
680770,0.5181818,0.0,R
681212,0.6333333,0.0,R
686857,0.0,0.0,L
676604,0.3191601,0.0,R
800686,0.0,0.0,R
808839,0.31666666,0.0,R
828705,0.84444445,0.0,R
691602,0.0,0.0,R
686747,0.3179592,0.0,L
702465,0.34545454,0.0,R
621199,0.31214285,0.0,R
695771,1.2666667,0.0,R
823748,0.57,0.0,R
595928,0.29969665,0.0,R
681315,1.3,0.0,R
669434,0.43846154,0.0,R
687866,0.304,0.0,R
696519,0.3257143,0.0,L
802372,0.54285717,0.0,R
814280,0.0,0.0,R
679029,0.0,0.0,R
808833,0.0,0.0,R
683177,0.95,0.0,R
701533,0.6333333,0.0,R
685464,0.4342857,0.0,R
695946,0.0,0.0,R
701195,0.16521738,0.0,R
669436,0.0,0.0,L
676026,0.5846154,0.0,R
813609,0.76,0.0,R
593833,0.30683228,0.0,R
695402,1.3,0.0,R
660623,0.42222223,0.0,R
664129,0.40335196,0.0,R
684949,0.13103448,0.0,R
640454,0.41166666,0.0,L
687879,0.0,0.0,R
695063,0.2923077,0.0,R
702318,0.475,0.0,R
690967,0.95,0.0,R
672841,0.33758542,0.0,R
809459,0.6909091,0.0,R
672629,0.0,0.0,R
622250,0.27694917,0.0,R
701568,0.0,0.0,R
623433,0.30347222,0.0,R
808750,0.0,0.0,R
814783,1.3,0.0,R
608334,0.29533678,0.0,R
700183,0.2886076,0.0,R
691947,0.475,0.0,L
694436,0.30810812,0.0,L
806333,0.54285717,0.0,L
683101,0.38,0.0,R
663462,0.34862384,0.0,R
684608,1.3,0.0,L
605182,0.31798562,0.0,R
801739,0.57,0.0,R
687168,1.9,0.0,R
806272,1.3,0.0,R
680970,0.27142859,0.0,L
814366,1.2666667,0.0,R
801517,0.0,0.0,L
692589,3.8,0.0,R
805291,0.15833333,0.0,R
671969,0.0,0.0,L
691014,1.3,0.0,L
801842,0.31666666,0.0,R
814106,0.27142859,0.0,R
807575,0.22352941,0.0,R
822416,0.0,0.0,R
811139,0.54285717,0.0,L
694536,0.59375,0.0,R
689557,0.3897436,0.0,R
807744,0.54285717,0.0,R
684128,0.5241379,0.0,R
689433,1.3,0.0,R
690440,0.57,0.0,R
592454,0.26698604,0.0,R
686588,0.0,0.0,R
677312,0.16888888,0.0,R
687102,0.6909091,0.0,R
811319,0.0,0.0,L
694660,0.475,0.0,R
694492,1.3,0.0,R
592155,0.29465985,0.0,L
675450,1.3,0.0,R
681520,0.26206896,0.0,L
830242,0.54285717,0.0,R
656186,0.30794165,0.0,R
804541,0.475,0.0,R
608032,0.2471064,0.0,R
664074,0.0,0.0,R
670912,0.30407846,0.0,R
434378,0.29852962,0.0,R
699151,0.418,0.0,R
682274,0.34179893,0.0,R
686613,0.27580646,0.0,R
621107,0.2920332,0.0,R
676130,0.28469843,0.0,R
605452,0.31833333,0.0,R
690990,0.26801008,0.0,R
682610,0.33676147,0.0,R
657649,0.27328175,0.0,L
663893,0.29411206,0.0,L
547184,0.30625403,0.0,R
688297,0.34793538,0.0,R
691945,0.2835821,0.0,R
681751,0.29404762,0.0,R
700413,0.36190477,0.0,R
608723,0.26783133,0.0,R
623168,0.8854369,0.0,R
500743,0.61290324,0.0,R
676596,0.3483555,0.0,L
669684,0.29286623,0.0,L
681343,0.27998534,0.0,R
687473,0.3219621,0.0,R
640451,0.24339198,0.0,R
686475,1.9,0.0,R
689520,0.19262673,0.0,R
664299,0.29085144,0.0,R
671212,0.29806918,0.0,R
664731,0.0,0.0,R
701474,0.2923077,0.0,R
691946,0.3897436,0.0,R
595978,0.38,0.0,R
669371,0.29204646,0.0,R
686610,0.32753935,0.0,L
676508,0.31060025,0.0,R
663465,0.3253635,0.0,L
647315,0.3268817,0.0,R
686563,0.3192946,0.0,R
678368,0.304,0.0,R
601713,0.25391704,0.0,R
688497,0.28428927,0.0,R
691548,0.5024793,0.0,R
680702,0.18095239,0.0,R
664353,0.34624144,0.0,R
671131,0.31717172,0.0,R
681168,0.31398305,0.0,R
690953,0.32310537,0.0,R
664238,0.38,0.0,R
624512,0.456,0.0,R
681432,0.31173974,0.0,L
656457,0.31784913,0.0,L
676395,0.28587157,0.0,L
685005,0.33653137,0.0,R
665660,0.28395605,0.0,R
680951,0.40353984,0.0,L
641585,0.3219008,0.0,R
687765,0.32862246,0.0,R
665152,0.28966948,0.0,R
621242,0.22982456,0.0,R
686930,0.32271764,0.0,R
683409,0.3424487,0.0,R
686751,0.37667638,0.0,R
681252,0.30810812,0.0,R
810938,0.0,0.0,R
641656,0.2898029,0.0,R
608371,0.29194742,0.0,R
660604,0.323,0.0,R
700842,0.13333334,0.0,L
592836,0.33616227,0.0,R
702303,0.2610687,0.0,L
642759,0.24715447,0.0,R
663372,0.32967275,0.0,R
676467,0.32564875,0.0,L
683000,0.6551724,0.0,R
693312,0.33173028,0.0,R
453286,0.277432,0.0,R
672582,0.3071335,0.0,L
679775,0.30625,0.0,L
641312,0.42329115,0.0,R
592826,0.2755725,0.0,R
605447,0.30061582,0.0,R
670183,0.2972789,0.0,R
694680,0.31666666,0.0,R
676979,0.2623455,0.0,L
605441,0.475,0.0,R
673540,0.2887538,0.0,R
661563,0.2687623,0.0,R
688158,0.31013134,0.0,R
664854,0.27648506,0.0,R
694851,0.40235293,0.0,R
664192,0.3184098,0.0,L
682995,0.3360544,0.0,L
663485,0.27767769,0.0,R
694918,0.35257733,0.0,R
605218,0.30518135,0.0,R
696131,0.34292683,0.0,R
642100,0.25417534,0.0,L
579328,0.29062048,0.0,L
682227,0.30825362,0.0,L
669373,0.23266281,0.0,L
664744,0.22891566,0.0,R
543510,0.79402983,0.0,R
606303,0.25765046,0.0,R
605540,0.23492573,0.0,R
691769,0.3838384,0.0,L
676510,0.64772725,0.0,R
690928,0.30275792,0.0,R
668834,0.2822281,0.0,R
683627,0.34046242,0.0,R
669620,0.3360544,0.0,L
672335,0.3408139,0.0,L
687209,0.3421801,0.0,R
608566,0.37041008,0.0,R
675919,0.25333333,0.0,L
606965,0.26528767,0.0,R
806960,0.3062793,0.0,R
676702,0.2936057,0.0,R
671109,0.28217822,0.0,L
677961,0.415625,0.0,R
680704,0.2600311,0.0,R
571510,0.28231907,0.0,L
606996,0.2779596,0.0,L
656986,0.2784314,0.0,L
680802,0.3876,0.0,R
641941,0.25617978,0.0,R
687941,0.34545454,0.0,L
621053,0.27824694,0.0,R
687531,1.3,0.0,R
701552,0.33128205,0.0,R
691951,0.3960912,0.0,L
657277,0.2969651,0.0,R
663967,0.21111111,0.0,R
694363,0.33879864,0.0,L
656686,0.33006683,0.0,R
690978,0.36774194,0.0,L
607192,0.24355023,0.0,R
674370,0.30428496,0.0,R
660787,0.31483015,0.0,R
666142,0.27150837,0.0,L
596117,0.46060607,0.0,R
668970,0.31594533,0.0,R
804619,0.22352941,0.0,R
641401,0.29136068,0.0,R
672021,0.5181818,0.0,R
687562,0.33378378,0.0,L
695076,0.3205569,0.0,R
700249,0.31606218,0.0,L
694341,0.44705883,0.0,R
694346,0.34234235,0.0,R
624431,0.625,0.0,R
669438,0.3059322,0.0,R
592779,0.26772106,0.0,R
665645,0.16285715,0.0,R
702281,0.50666666,0.0,L
642152,0.30065933,0.0,R
676742,0.39678714,0.0,R
683766,0.35849056,0.0,R
681892,0.30512413,0.0,L
666619,0.32533333,0.0,R
676254,0.26848945,0.0,R
605483,0.2557515,0.0,L
681916,0.25333333,0.0,R
701121,0.3442953,0.0,R
641778,0.30719286,0.0,L
668670,0.415625,0.0,R
519141,0.26112115,0.0,L
680916,0.36774194,0.0,R
623474,0.28520256,0.0,R
621139,0.32326388,0.0,R
681006,0.31988388,0.0,L
694795,0.24126984,0.0,R
605156,0.4157549,0.0,R
642121,0.27142859,0.0,R
608331,0.27202034,0.0,L
621121,0.33070955,0.0,R
702153,0.38863635,0.0,L
686894,0.8,0.0,R
687849,0.30831644,0.0,R
663362,0.3049959,0.0,R
676568,0.3432258,0.0,R
801403,0.31376147,0.0,R
663460,0.28481472,0.0,L
621381,0.23529099,0.0,L
805326,0.39701492,0.0,L
665871,0.3082238,0.0,R
663941,0.2962449,0.0,R
676263,0.23905636,0.0,L
669724,0.29786223,0.0,R
680744,0.27804878,0.0,R
689441,0.16101696,0.0,R
605280,0.28325012,0.0,R
667297,0.28672728,0.0,R
682825,0.29717138,0.0,R
656212,0.40714285,0.0,L
624428,0.7772727,0.0,R
670090,0.4329114,0.0,R
677020,0.34010327,0.0,L
689690,0.28480494,0.0,R
666201,0.31513822,0.0,R
642232,0.27417278,0.0,L
676755,0.26011014,0.0,R
694646,0.46430868,0.0,R
666126,0.475,0.0,L
472610,0.32567957,0.0,R
573009,0.3107263,0.0,L
675989,0.35772088,0.0,R
664076,0.2780107,0.0,L
682445,0.36944443,0.0,R
695684,0.37438422,0.0,R
663903,0.31231236,0.0,R
623437,0.30880705,0.0,R
607481,0.2919635,0.0,L
681151,0.34350282,0.0,R
622761,0.73888886,0.0,R
678391,0.95,0.0,R
642215,0.428169,0.0,R
686678,0.2923077,0.0,R
621389,0.39925835,0.0,L
680767,0.31699145,0.0,R
671382,0.46580645,0.0,R
702275,0.2971564,0.0,R
677161,0.28486305,0.0,R
682842,0.27190226,0.0,R
656730,0.2602521,0.0,R
650960,0.27511314,0.0,R
696270,0.38,0.0,R
663767,0.2580645,0.0,R
663559,0.32410792,0.0,L
671111,0.35359246,0.0,L
679883,0.2879852,0.0,R
669920,0.33450705,0.0,R
695505,0.26060963,0.0,R
666129,0.2871684,0.0,L
643377,0.26319462,0.0,R
624133,0.3027569,0.0,L
672456,0.3128818,0.0,R
683618,0.2835821,0.0,R
674444,0.29614437,0.0,R
621237,0.2743278,0.0,L
547973,0.24717258,0.0,L
656794,0.29276264,0.0,L
656641,0.26377136,0.0,L
681870,0.22758621,0.0,L
691594,0.64772725,0.0,R
663855,0.31881025,0.0,R
518886,0.26127693,0.0,R
694037,0.2862012,0.0,R
682989,0.41400778,0.0,R
683004,0.30297536,0.0,R
665795,0.29496193,0.0,R
676106,0.3012842,0.0,R
657746,0.24742174,0.0,R
519242,0.25366428,0.0,L
693645,0.2390349,0.0,R
605400,0.29162496,0.0,R
660271,0.23945205,0.0,R
571927,0.28705037,0.0,L
671096,0.28545272,0.0,L
681190,0.30612245,0.0,R
680732,0.29595658,0.0,R
700241,0.26466274,0.0,R
669358,0.30113497,0.0,R
641816,0.29183006,0.0,R
690986,0.29337218,0.0,L
804267,0.31666666,0.0,L
607536,0.35277447,0.0,L
681347,0.3103556,0.0,R
686799,0.35143924,0.0,R
813349,0.26672444,0.0,L
672442,0.304,0.0,R
690155,0.39652175,0.0,R
572143,0.33547854,0.0,R
621112,0.3150259,0.0,R
676051,0.3328467,0.0,R
656849,0.3279762,0.0,L
669160,0.30696103,0.0,R
675911,0.277841,0.0,R
593958,0.31131482,0.0,L
663554,0.30077365,0.0,R
693686,0.25714287,0.0,R
667755,0.29992202,0.0,R
676282,0.2815237,0.0,L
622663,0.3066207,0.0,R
688642,0.33459118,0.0,R
607074,0.2632429,0.0,L
676917,0.32871974,0.0,R
645261,0.30025107,0.0,R
677952,0.28943005,0.0,R
680730,0.31797734,0.0,L
656638,0.3037037,0.0,R
571948,0.26235616,0.0,L
684049,0.36438355,0.0,R
683232,0.28285715,0.0,R
804636,0.32829374,0.0,R
657756,0.342,0.0,R
660825,0.25699702,0.0,R
646241,0.34545454,0.0,L
687606,0.29987064,0.0,R
815083,0.33043477,0.0,L
694477,0.2874514,0.0,R
669276,0.24055794,0.0,L
686580,0.26034257,0.0,R
666374,0.26563415,0.0,R
663158,0.22661725,0.0,R
664875,0.3204365,0.0,R
666661,0.31758988,0.0,R
642701,0.26082513,0.0,R
657044,0.28647107,0.0,R
628452,0.23996115,0.0,R
662253,0.24381302,0.0,R
608718,0.29862666,0.0,L
801434,0.37828055,0.0,R
669212,0.30242807,0.0,R
656222,0.2971481,0.0,L
666808,0.27503255,0.0,R
622608,0.36219317,0.0,R
690925,0.25302663,0.0,R
686973,0.30966002,0.0,R
676428,0.27168223,0.0,L
615698,0.32103354,0.0,R
621366,0.2799517,0.0,L
663436,0.29497716,0.0,R
592332,0.2675847,0.0,R
680570,0.2988764,0.0,R
621111,0.3299091,0.0,R
605135,0.30300507,0.0,R
687570,0.2394958,0.0,L
669302,0.24825355,0.0,R
680736,0.28849348,0.0,L
592791,0.28326762,0.0,R
647336,0.2886491,0.0,R
693821,0.30916145,0.0,R
640455,0.2640517,0.0,L
607259,0.29434824,0.0,R
650911,0.29047218,0.0,L
608372,0.3070924,0.0,R
656427,0.2868153,0.0,R
696149,0.284925,0.0,R
571945,0.31474414,0.0,R
686790,0.2554622,0.0,R
681293,0.30487105,0.0,R
702070,0.28327036,0.0,L
594798,0.23060447,0.0,R
691587,0.2541088,0.0,R
801139,0.27600518,0.0,L
605488,0.2720629,0.0,L
543037,0.24442211,0.0,R
701656,0.23463087,0.0,R
668909,0.28048143,0.0,R
677865,0.32990354,0.0,L
700669,0.29884106,0.0,R
683175,0.30467707,0.0,R
542888,0.26103345,0.0,R
670970,0.2768121,0.0,L
701719,0.29964158,0.0,L
666171,0.26722038,0.0,R
681982,0.29396227,0.0,R
689266,0.35403726,0.0,L
656546,0.24537331,0.0,R
695243,0.21353768,0.0,R
668390,0.27056962,0.0,R
681895,0.28303447,0.0,L
656464,0.26211062,0.0,R
572955,0.29876325,0.0,R
668941,0.26849222,0.0,L
676617,0.2848617,0.0,R
642546,0.33201367,0.0,R
489446,0.23136996,0.0,R
694335,0.27012986,0.0,R
663574,0.2695771,0.0,R
623149,0.25612548,0.0,R
702193,0.32913387,0.0,R
641302,0.2992126,0.0,L
673929,0.28907079,0.0,R
642048,0.31481913,0.0,L
660853,0.2820916,0.0,R
592773,0.29171044,0.0,R
681217,0.28355002,0.0,R
696070,0.36944443,0.0,L
687911,0.26324695,0.0,L
666277,0.30586836,0.0,R
663765,0.3520155,0.0,R
694297,0.3079042,0.0,R
695418,0.2873137,0.0,R
689546,0.28739497,0.0,R
624522,0.29095942,0.0,R
641755,0.27845863,0.0,R
669020,0.39828876,0.0,L
681676,0.2968119,0.0,R
683742,0.40766284,0.0,R
820862,0.26573426,0.0,R
688883,0.28395605,0.0,R
592094,0.22757062,0.0,R
670950,0.2668683,0.0,R
669084,0.28348702,0.0,L
678906,0.3029613,0.0,R
663623,0.30170605,0.0,R
681517,0.30817693,0.0,R
663568,0.29979238,0.0,R
700712,0.28936782,0.0,R
663978,0.31416732,0.0,R
676974,0.3063291,0.0,R
688107,0.30419314,0.0,L
660761,0.34559295,0.0,L
607200,0.29985565,0.0,R
677944,0.30151135,0.0,R
608337,0.29164934,0.0,R
671737,0.29250404,0.0,R
694973,0.21918301,0.0,R
642547,0.25505334,0.0,R
808963,0.3117812,0.0,R
554430,0.2330591,0.0,R
605288,0.33125213,0.0,R
571578,0.33810765,0.0,L
668678,0.29085863,0.0,R
669372,0.2937751,0.0,R
656550,0.29773197,0.0,R
678394,0.31021273,0.0,R
547179,0.31164148,0.0,R
607067,0.2954338,0.0,R
669923,0.27160934,0.0,R
669467,0.31942192,0.0,R
695534,0.44785714,0.0,R
543135,0.26784354,0.0,R
676477,0.27261385,0.0,R
641835,0.30484772,0.0,L
663947,0.25085142,0.0,L
607455,0.2708911,0.0,L
676684,0.26240408,0.0,R
678020,0.32142857,0.0,R
518585,0.2802837,0.0,R
682120,0.2898305,0.0,L
800311,0.28350073,0.0,R
670059,0.30064663,0.0,R
675660,0.28697917,0.0,L
695445,0.2590909,0.0,R
678606,0.2974532,0.0,L
594027,0.2,0.0,R
596001,0.27432072,0.0,R
676775,0.2966967,0.0,R
671922,0.22215384,0.0,R
669062,0.27658784,0.0,L
664199,0.26439068,0.0,R
663992,0.30170134,0.0,L
684320,0.28352046,0.0,R
664126,0.24734545,0.0,R
701519,0.31505102,0.0,R
605130,0.27291772,0.0,R
663687,0.30415207,0.0,L
672782,0.30027246,0.0,R
663878,0.30839065,0.0,R
668873,0.3051095,0.0,R
687377,0.31962618,0.0,R
695380,0.33896714,0.0,R
642207,0.23489933,0.0,R
656945,0.247557,0.0,L
699134,0.24469697,0.0,R
573204,0.2644135,0.0,L
685126,0.29745597,0.0,L
445276,0.26438355,0.0,R
670245,0.3335878,0.0,R
643410,0.29369798,0.0,R
674841,0.24309765,0.0,L
623211,0.2796729,0.0,R
663558,0.30434132,0.0,L
681799,0.29950738,0.0,R
670990,0.2924174,0.0,R
625643,0.27561447,0.0,R
669211,0.2812479,0.0,L
679358,0.3144366,0.0,R
696147,0.32087287,0.0,R
548384,0.24081632,0.0,L
544150,0.2959292,0.0,R
573124,0.284627,0.0,L
650556,0.26524478,0.0,R
596133,0.27362934,0.0,R
664954,0.25333333,0.0,R
621383,0.27993572,0.0,L
682254,0.31529582,0.0,L
687330,0.25556254,0.0,R
699823,0.18095239,0.0,R
681867,0.30498382,0.0,R
805123,0.2540199,0.0,R
692230,0.3622568,0.0,R
680742,0.29905903,0.0,R
686993,0.24493554,0.0,R
681402,0.33831477,0.0,R
657424,0.29485935,0.0,L
680755,0.22846271,0.0,R
593974,0.29627952,0.0,L
471911,0.34955215,0.0,R
623454,0.30846286,0.0,R
640448,0.2990691,0.0,R
669711,0.28718653,0.0,R
664208,0.25887302,0.0,R
670167,0.28650326,0.0,R
656848,0.28665376,0.0,R
683769,0.25955954,0.0,R
686560,0.25333333,0.0,R
669622,0.25011754,0.0,R
665622,0.314183,0.0,R
500779,0.29806048,0.0,L
552640,0.28053692,0.0,R
543056,0.24549125,0.0,L
676534,0.28468227,0.0,R
676760,0.27077952,0.0,R
592662,0.27313706,0.0,L
669194,0.29377237,0.0,R
808967,0.24132702,0.0,R
543243,0.28957218,0.0,R
693433,0.25311467,0.0,R
656876,0.24936679,0.0,R
664285,0.29910484,0.0,L
684007,0.2596193,0.0,L
681035,0.27636364,0.0,R
672282,0.29428184,0.0,L
691725,0.33128205,0.0,R
682052,0.30262098,0.0,L
527048,0.31361005,0.0,L
669432,0.2900994,0.0,L
663969,0.30680123,0.0,R
687075,0.32522523,0.0,R
650633,0.26700667,0.0,R
702273,0.3069016,0.0,L
656302,0.26802236,0.0,R
800048,0.28207603,0.0,L
669022,0.2922457,0.0,L
677960,0.29393792,0.0,L
680604,0.41677418,0.0,R
656492,0.27374408,0.0,L
656605,0.29473472,0.0,R
675512,0.27752808,0.0,R
607625,0.2918574,0.0,R
687064,0.34801346,0.0,R
641927,0.27388594,0.0,R
663567,0.33151194,0.0,R
666974,0.28346315,0.0,R
669093,0.26370108,0.0,R
664991,0.3395532,0.0,L
669165,0.26646343,0.0,R
689254,0.26134387,0.0,L
691799,0.29336965,0.0,R
689147,0.25723076,0.0,R
669199,0.26629588,0.0,R
687396,0.27024674,0.0,L
675848,0.27073792,0.0,R
685801,0.28211474,0.0,R
656529,0.29409963,0.0,L
682608,0.270412,0.0,R
666711,0.25833333,0.0,R
