batter,avg_pa,babip,rolling_xBA,momentum,matchup_score,l10_hit_rate,season_hit_rate,avg_vs_L,avg_vs_R,streak_len,stand
664901,10.846154,0.26119402,0.25,77.99286,-1.4612944,0.2,0.3877551020408163,0.24719101123595505,0.1504424778761062,0,R
665856,6.6666665,0.0,0.25,88.0,-3.9771662,0.0,0.0,0.0,0.0,0,R
660636,7.75,0.25,0.25,88.0,4.055318,0.25,0.3333333333333333,0.0,0.5,1,R
649557,10.846774,0.30416667,0.25,82.15,-2.5417135,0.3,0.2727272727272727,0.2421875,0.2081447963800905,0,R
624503,10.427481,0.28099173,0.25,79.12222,-0.8505523,0.5,0.4891304347826087,0.21951219512195122,0.21630094043887146,0,L
613564,14.4,0.2962963,0.25,83.44,-0.60245085,0.5,0.625,0.2222222222222222,0.19230769230769232,0,L
623912,12.532338,0.3964365,0.25,84.486664,-0.055286348,0.4,0.5584415584415584,0.34615384615384615,0.27522935779816515,0,R
543063,13.057851,0.2792793,0.25,82.62174,-1.0855103,0.3,0.37037037037037035,0.21621621621621623,0.19081272084805653,0,L
641432,13.391666,0.2857143,0.12572727,78.457146,-1.073961,0.8,0.5857142857142857,0.12195121951219512,0.2692307692307692,1,L
694175,10.727273,0.25,0.25,88.0,-1.5322127,0.3,0.375,0.1111111111111111,0.11764705882352941,0,R
663550,9.406779,0.3918919,0.25,88.0,0.07669059,0.3,0.45714285714285713,0.16666666666666666,0.22137404580152673,0,L
623520,7.0,0.4375,0.1998,79.98333,-2.362176,0.4,0.4782608695652174,0.3,0.25,0,R
595284,5.111111,0.625,0.25,88.0,-4.7166457,0.5555555555555556,0.75,0.5,0.3333333333333333,1,L
672701,6.6666665,0.6666667,0.25,88.0,-7.0054083,0.6666666666666666,0.6,0.0,0.5714285714285714,1,L
543685,16.962963,0.30877194,0.24878572,85.36667,-0.5673483,0.5,0.5333333333333333,0.25882352941176473,0.23776223776223776,0,R
641779,12.363636,0.3,0.25,77.41,-0.12884744,0.4,0.4,0.2,0.21428571428571427,0,R
594807,13.479591,0.3203593,0.2521,81.252945,-0.54931694,0.1,0.42424242424242425,0.255,0.20273348519362186,0,R
593160,15.134454,0.33496732,0.25,77.68667,-0.7001079,0.4,0.5652173913043478,0.24793388429752067,0.27538726333907054,0,R
682617,13.046512,0.42647058,0.25,83.208336,-0.1843617,0.4,0.5666666666666667,0.36585365853658536,0.1951219512195122,0,R
660758,4.5,0.0,0.25,74.01,-4.9303737,0.0,0.0,0.0,0.0,0,R
622110,9.552941,0.32692307,0.25,90.36923,-1.0074149,0.8,0.75,0.28846153846153844,0.21904761904761905,1,R
543257,13.773399,0.34285715,0.25,88.0,0.19000682,0.2,0.4235294117647059,0.2863849765258216,0.20869565217391303,0,L
595281,12.495238,0.35189873,0.25,80.97143,-0.337971,0.1,0.43478260869565216,0.2589928057553957,0.2392638036809816,1,L
518735,13.983957,0.3025641,0.25,90.14616,1.1163121,0.6,0.5671641791044776,0.2426470588235294,0.23776223776223776,0,L
519203,16.262886,0.30800822,0.25,87.6,-0.06910399,0.7,0.5652173913043478,0.26627218934911245,0.23639774859287055,3,L
666197,7.714286,0.2,0.25,84.4,-2.482668,0.0,0.0,0.17647058823529413,0.11904761904761904,0,R
656448,12.430233,0.45528457,0.25,83.775,0.77236825,0.7,1.0,0.2764227642276423,0.2882882882882883,1,R
571745,14.755435,0.31268436,0.25,83.27273,-0.6410788,0.5,0.5483870967741935,0.21505376344086022,0.21794871794871795,0,R
668832,10.714286,0.43661973,0.25,88.0,-1.1158686,0.4,0.5,0.2,0.2536231884057971,1,L
453568,15.5,0.32952693,0.25,77.5,0.69391143,0.7,0.6171875,0.29473684210526313,0.2689210950080515,5,L
572761,12.388489,0.325,0.25,77.34286,-0.10056539,0.2,0.4576271186440678,0.2857142857142857,0.2057877813504823,0,L
665782,9.75,0.23529412,0.25,80.96429,-0.80637455,0.3,0.2727272727272727,0.23076923076923078,0.0625,0,R
595909,12.96,0.36363637,0.25,78.8,-0.13540396,0.4,0.5625,0.17105263157894737,0.26373626373626374,0,L
608336,13.94086,0.2920792,0.25,85.578575,-0.18592268,0.5,0.44,0.15178571428571427,0.17980295566502463,2,L
663527,12.2734375,0.28181818,0.25,79.25455,-0.27042586,0.6,0.4431818181818182,0.2158273381294964,0.19902912621359223,2,R
686482,9.0,0.20833333,0.25,83.026665,-3.9854202,0.5,0.5,0.14285714285714285,0.18518518518518517,0,L
605346,9.3,0.37209302,0.25,79.95238,0.9758302,0.9,0.4,0.2631578947368421,0.24,2,R
444482,11.436681,0.35135135,0.25,81.49286,-0.3426254,0.4,0.4835164835164835,0.2631578947368421,0.2743055555555556,2,L
592200,11.849315,0.25547445,0.25,80.12143,-1.0821313,0.4,0.40540540540540543,0.19117647058823528,0.19327731092436976,0,R
657193,6.3076925,0.13333334,0.25,86.01818,-0.54426205,0.1,0.09090909090909091,0.0,0.13333333333333333,0,L
502110,16.82773,0.3923767,0.25,85.975,0.59686583,0.2,0.6166666666666667,0.27800829875518673,0.2564935064935065,2,R
702467,3.8,1.0,0.25,88.0,0.0,0.6,0.6,0.0,1.0,0,L
802541,3.8,0.0,0.25,88.0,-4.9597645,0.6,0.6,0.0,0.0,0,R
666194,3.8,1.0,0.25,88.0,6.416173,0.6,0.6,1.0,0.0,0,R
663714,1.0,1.0,0.25,88.0,3.4848835,1.0,0.6,1.0,0.0,1,R
808326,3.8,0.0,0.25,88.0,-6.964841,0.6,0.6,0.0,0.0,0,R
682619,9.5,0.42857143,0.25,88.0,8.841058,1.0,0.6,0.0,0.375,2,R
694953,3.8,0.0,0.25,88.0,-3.5733294,0.6,0.6,0.0,0.0,0,L
694673,3.0,0.0,0.25,88.0,-11.027298,0.0,0.6,0.0,0.0,0,L
642137,11.263158,0.39130434,0.25,76.525,1.4145919,0.4,0.6,0.3333333333333333,0.21951219512195122,0,L
808279,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,L
681370,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,R
802504,3.8,0.0,0.25,88.0,-2.4435322,0.6,0.6,0.0,0.0,0,R
814528,3.8,0.0,0.25,88.0,-3.589058,0.6,0.6,0.0,0.0,0,R
656883,6.4545455,0.26666668,0.25,82.03571,0.0,0.5,0.6,0.18181818181818182,0.23076923076923078,1,R
809331,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,L
691601,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,L
800478,3.8,0.0,0.25,88.0,-0.37441087,0.6,0.6,0.0,0.0,0,L
687272,1.0,0.0,0.25,88.0,-3.0728068,0.0,0.6,0.0,0.0,0,L
702550,3.8,0.3,0.25,88.0,11.667462,0.6,0.6,0.26,0.26,0,R
800106,3.8,0.3,0.25,88.0,-4.1912174,0.6,0.6,0.26,0.26,0,L
665648,2.0,0.33333334,0.25,88.0,-0.28716803,0.5,0.6,0.0,0.3333333333333333,1,R
696501,3.8,0.3,0.25,88.0,-6.5187674,0.6,0.6,0.26,0.26,0,R
815697,3.8,0.0,0.25,88.0,-2.0715084,0.6,0.6,0.0,0.0,0,R
694249,1.0,0.0,0.25,88.0,-3.469429,0.0,0.6,0.0,0.0,0,L
692150,3.8,0.0,0.25,88.0,-8.789265,0.6,0.6,0.0,0.0,0,L
681879,3.8,0.3,0.25,88.0,11.95455,0.6,0.6,0.26,0.26,0,L
686196,3.8,0.0,0.25,88.0,-4.031876,0.6,0.6,0.0,0.0,0,L
675430,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
672013,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,L
681098,8.333333,0.5,0.25,75.05454,-1.4895732,0.3333333333333333,0.6,0.5,0.0,0,R
691186,2.5,0.2,0.25,88.0,5.3108377,0.25,0.6,0.5,0.0,1,L
812470,1.0,0.5,0.25,88.0,7.472495,0.0,0.6,0.0,0.5,0,L
814154,5.0,0.0,0.25,88.0,0.0,0.0,0.6,0.0,0.0,0,L
806953,3.8,0.3,0.25,88.0,-4.341531,0.6,0.6,0.26,0.26,0,L
679663,4.0,0.0,0.25,88.0,0.0,0.0,0.6,0.0,0.0,0,L
699475,3.8,0.3,0.25,88.0,-2.3929725,0.6,0.6,0.26,0.26,0,R
692390,1.0,0.0,0.25,88.0,0.09864078,0.0,0.6,0.0,0.0,0,R
684976,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
806230,8.0,0.0,0.25,88.0,7.2892327,0.0,0.0,0.0,0.0,0,R
680935,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,R
691392,1.0,0.0,0.25,88.0,-7.7561173,0.0,0.6,0.0,0.0,0,L
688449,2.5,0.0,0.25,88.0,-8.07311,0.0,0.6,0.0,0.0,0,R
801978,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
703430,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,L
814091,3.8,0.0,0.25,88.0,-14.121241,0.6,0.6,0.0,0.0,0,R
825924,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,L
687282,3.8,0.3,0.25,88.0,-6.625652,0.6,0.6,0.26,0.26,0,L
800051,2.0,0.0,0.25,88.0,-0.013898048,0.0,0.0,0.0,0.0,0,R
815915,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,R
687152,6.0,0.0,0.25,88.0,2.581526,0.0,0.6,0.0,0.0,0,L
808291,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
695023,3.8,0.3,0.25,88.0,2.6504,0.6,0.6,0.26,0.26,0,L
684712,2.5,0.5,0.25,88.0,-2.8743532,0.5,0.6,0.0,0.3333333333333333,1,R
806921,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
806995,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,L
702472,4.0,0.6666667,0.25,88.0,7.2687497,0.6666666666666666,1.0,0.0,0.6666666666666666,1,L
682633,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,R
695481,3.8,0.3,0.25,88.0,-2.1270041,0.6,0.6,0.26,0.26,0,R
695538,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
679788,3.8,1.0,0.25,88.0,14.193189,0.6,0.6,0.0,1.0,0,L
666801,11.988764,0.31914893,0.25,77.49286,-0.31225163,0.3,0.6,0.27184466019417475,0.1791044776119403,0,R
668860,5.0,1.0,0.25,88.0,6.828572,1.0,0.6,1.0,0.5,1,R
805704,9.0,0.0,0.25,88.0,-6.4442873,0.0,0.6,0.0,0.0,0,R
801256,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,R
699024,3.8,0.3,0.25,88.0,34.2539,0.6,0.6,0.26,0.26,0,L
702556,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,L
695930,2.0,0.5,0.25,88.0,0.0,0.5,0.6,0.0,0.3333333333333333,1,L
592325,11.725,0.3529412,0.25,88.0,0.08075284,0.3,0.6,0.3157894736842105,0.2345679012345679,0,L
668785,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
620449,10.0,0.0,0.25,88.0,-7.776075,0.0,0.0,0.0,0.0,0,R
690469,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
801075,3.8,0.3,0.25,88.0,1.3060491,0.6,0.6,0.26,0.26,0,R
687862,4.0,0.0,0.25,88.0,-7.99009,0.0,0.6,0.0,0.0,0,L
694193,3.0,0.0,0.25,88.0,-3.214895,0.0,0.0,0.0,0.0,0,L
681114,11.0,0.0,0.25,88.0,-5.2809486,0.0,0.6,0.0,0.0,0,L
691269,4.0,0.2,0.25,88.0,0.0,0.3333333333333333,0.6,0.3333333333333333,0.0,1,L
699014,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
687918,3.8,0.0,0.25,88.0,-3.1999598,0.6,0.6,0.0,0.0,0,R
814431,3.0,0.0,0.25,88.0,-11.2719755,0.0,0.6,0.0,0.0,0,L
703194,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,R
701784,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,R
703202,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,L
815150,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
681488,3.8,1.0,0.25,88.0,0.6274195,0.6,0.6,1.0,0.0,0,R
805795,3.8,0.3,0.25,88.0,5.5490212,0.6,0.6,0.26,0.26,0,R
676882,1.0,0.0,0.25,88.0,0.0,0.0,0.6,0.0,0.0,0,R
641468,3.6666667,0.33333334,0.25,88.0,-2.5222516,0.3333333333333333,0.6,0.0,0.3333333333333333,0,R
663905,11.217391,0.17777778,0.2527,81.92,-0.63260424,0.3,0.6,0.25,0.12727272727272726,1,L
690804,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,L
814445,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
690443,3.0,0.0,0.25,88.0,-2.055409,0.0,0.6,0.0,0.0,0,L
800194,3.8,0.0,0.25,88.0,-5.110448,0.6,0.6,0.0,0.0,0,R
806367,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,L
696142,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
680690,5.5,0.5,0.25,88.0,-6.7753887,0.0,0.6,0.0,0.2,0,R
807728,3.8,0.0,0.25,88.0,-4.4924846,0.6,0.6,0.0,0.0,0,R
651016,3.0,0.0,0.25,88.0,-2.5130343,0.0,0.6,0.0,0.0,0,L
686639,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
802005,3.8,1.0,0.25,88.0,0.0,0.6,0.6,1.0,0.0,0,L
702328,9.0,0.0,0.25,88.0,-1.0631084,0.0,0.6,0.0,0.0,0,L
694689,1.0,0.0,0.25,88.0,0.81528175,0.0,0.6,0.0,0.0,0,L
624414,11.432836,0.34228188,0.24927273,87.7,-0.4295727,0.5,0.0,0.2222222222222222,0.273972602739726,0,R
815306,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,R
688551,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
800522,1.0,0.0,0.25,88.0,0.0,0.0,0.6,0.0,0.5,0,L
645801,12.276191,0.31543624,0.3919,80.40625,0.8348343,0.4,0.6,0.325,0.21544715447154472,0,L
621458,8.62963,0.20833333,0.25,82.5,-0.95366615,0.1,0.0,0.2,0.1276595744680851,0,L
668853,11.173913,0.27272728,0.25,76.86364,-2.3005538,0.5,0.6,0.0,0.18867924528301888,2,L
694425,7.0,0.0,0.25,88.0,5.1827116,0.0,0.6,0.0,0.0,0,R
701689,3.8,0.0,0.25,88.0,-1.5690054,0.6,0.6,0.0,0.0,0,R
803174,3.8,0.3,0.25,88.0,-3.6709006,0.6,0.6,0.26,0.26,0,L
815067,3.8,0.0,0.25,88.0,9.777805,0.6,0.6,0.0,0.0,0,L
703606,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,L
681623,1.0,1.0,0.25,88.0,-5.1192307,1.0,0.6,0.0,0.5,1,R
650907,11.574074,0.41558442,0.25,88.71667,0.74854445,0.3,0.6,0.2391304347826087,0.27522935779816515,0,R
693832,3.8,0.0,0.25,88.0,-3.4099998,0.6,0.6,0.0,0.0,0,R
681333,15.0,0.0,0.25,88.0,0.0,0.0,0.6,0.0,0.0,0,R
804446,3.8,0.0,0.25,88.0,-9.133333,0.6,0.6,0.0,0.0,0,L
677007,6.0,0.6666667,0.25,88.0,-1.5448276,0.5,0.5,0.0,0.5,1,R
700720,3.8,0.3,0.25,88.0,-8.533333,0.6,0.6,0.26,0.26,0,R
682793,4.0,0.0,0.25,88.0,3.1591876,0.0,0.0,0.0,0.0,0,R
668751,10.5,0.0,0.25,88.0,-2.7849214,0.0,0.6,0.0,0.0,0,L
682799,1.0,0.0,0.25,88.0,5.02069,0.0,0.0,0.0,0.0,0,R
669002,3.8,0.0,0.25,88.0,1.1359583,0.6,0.6,0.0,0.0,0,L
689302,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
676038,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
804241,3.8,0.0,0.25,88.0,25.789516,0.6,0.6,0.0,0.0,0,R
545358,4.0,0.5,0.25,88.0,0.0,0.0,0.6,0.0,0.3333333333333333,0,R
664332,3.8,0.0,0.25,88.0,-4.321154,0.6,0.6,0.0,0.0,0,R
691442,3.0,0.0,0.25,88.0,-2.598069,0.0,0.6,0.0,0.0,0,R
703198,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,L
703205,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,L
621529,7.75,0.5555556,0.25,88.0,-3.287857,0.5,0.0,0.0,0.4,0,R
815464,3.8,0.5,0.25,88.0,0.0,0.6,0.6,0.0,0.3333333333333333,0,R
687942,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,R
694974,13.0,0.0,0.25,88.0,-3.247917,0.0,0.6,0.0,0.0,0,R
691116,3.8,0.3,0.25,88.0,3.953846,0.6,0.6,0.26,0.26,0,R
683493,5.5,0.5,0.25,88.0,-6.2524996,0.25,0.0,0.0,0.2,0,R
801822,13.0,1.0,0.25,88.0,0.0,1.0,0.6,0.3333333333333333,0.0,1,R
691588,5.0,1.0,0.25,88.0,0.0,0.0,0.6,0.0,0.5,0,L
687071,7.5,0.33333334,0.25,88.0,-7.369918,0.25,0.0,0.25,0.0,0,R
703151,3.8,0.3,0.25,88.0,-0.21390374,0.6,0.6,0.26,0.26,0,L
814451,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
694369,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,L
692564,3.8,0.0,0.25,88.0,-6.176667,0.6,0.6,0.0,0.0,0,R
800765,11.0,0.0,0.25,88.0,0.0,0.0,0.6,0.0,0.0,0,R
687036,7.5,0.0,0.25,88.0,-6.851322,0.0,0.6,0.0,0.0,0,R
688617,3.8,0.0,0.25,88.0,-4.38,0.6,0.6,0.0,0.0,0,R
695735,3.8,0.3,0.25,88.0,-18.066668,0.6,0.6,0.26,0.26,0,L
811289,3.0,0.5,0.25,88.0,14.780005,0.0,0.0,0.5,0.0,0,L
694661,7.5,0.6666667,0.25,88.0,0.34732363,0.5,0.6,0.0,1.0,0,R
678746,6.0,0.0,0.25,88.0,6.2668333,0.0,0.0,0.0,0.0,0,L
815589,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,L
682073,12.120689,0.23170732,0.25,84.49,-2.401506,0.2,0.0,0.1780821917808219,0.1111111111111111,0,R
694196,1.5,0.5,0.25,88.0,0.0,0.5,0.6,1.0,0.0,1,L
681142,2.0,0.0,0.25,88.0,-2.9760127,0.0,0.6,0.0,0.0,0,R
675994,15.333333,1.0,0.25,83.1,0.4801104,0.6666666666666666,0.6,1.0,0.2,1,R
802353,3.8,0.3,0.25,88.0,-10.66,0.6,0.6,0.26,0.26,0,L
803172,3.8,0.0,0.25,88.0,-1.8083334,0.6,0.6,0.0,0.0,0,R
814299,6.0,0.0,0.25,88.0,1.845,0.0,0.0,0.0,0.0,0,R
808288,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,L
801938,3.8,0.3,0.25,88.0,9.471264,0.6,0.6,0.26,0.26,0,R
809244,3.8,0.0,0.25,88.0,10.3172035,0.6,0.6,0.0,0.0,0,L
666632,3.8,0.3,0.25,88.0,-3.3993797,0.6,0.6,0.26,0.26,0,L
702112,1.0,0.5,0.25,88.0,2.2969646,0.0,0.6,1.0,0.0,0,R
694754,4.0,0.5,0.25,88.0,0.0,1.0,1.0,1.0,0.0,1,R
815039,2.0,0.5,0.25,88.0,5.576002,0.0,0.0,0.0,0.5,0,R
682648,6.0,0.0,0.25,88.0,-0.46638116,0.0,0.6,0.0,0.0,0,R
680711,5.0,0.5,0.25,88.0,28.437899,0.6666666666666666,0.6,0.0,0.4,2,L
682942,4.0,1.0,0.25,88.0,-11.333334,0.0,0.6,0.0,1.0,0,R
807759,6.0,0.0,0.25,88.0,-2.5,0.0,0.0,0.0,0.0,0,L
800959,3.0,0.0,0.25,88.0,-9.2300005,0.0,0.6,0.0,0.0,0,R
696286,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
698929,3.8,0.3,0.25,88.0,4.37,0.6,0.6,0.26,0.26,0,R
682796,3.3333333,0.0,0.25,88.0,-1.8862146,0.0,0.6,0.0,0.0,0,L
642197,8.666667,0.26086956,0.25,88.0,0.0,0.2,0.0,0.2,0.1111111111111111,0,R
686638,3.8,0.0,0.25,88.0,-4.997116,0.6,0.6,0.0,0.0,0,L
694385,13.5,0.0,0.25,88.0,0.0,0.5,0.6,0.0,0.3333333333333333,0,R
806212,2.0,1.0,0.25,88.0,-0.5843971,1.0,1.0,0.0,1.0,1,R
687982,3.8,0.0,0.25,88.0,0.7881226,0.6,0.6,0.0,0.0,0,L
660613,9.5,0.0,0.25,88.0,-4.345915,0.5,0.6,0.0,0.14285714285714285,0,R
671217,3.8,0.3,0.25,88.0,5.96,0.6,0.6,0.26,0.26,0,R
813896,9.0,0.0,0.25,88.0,-2.6100001,0.0,0.0,0.0,0.0,0,L
808516,3.8,0.0,0.25,88.0,-1.1238525,0.6,0.6,0.0,0.0,0,R
657088,9.48,0.45238096,0.25,78.6,0.60299426,0.6,0.0,0.5,0.3076923076923077,0,L
673995,7.9565215,0.17142858,0.25,72.60625,-2.5554707,0.3,0.0,0.13157894736842105,0.14285714285714285,0,R
676946,12.521739,0.36363637,0.25,79.89,0.15633115,0.7,1.0,0.3488372093023256,0.20652173913043478,4,R
675662,1.0,0.0,0.25,88.0,-5.2327065,0.0,0.6,0.0,0.0,0,R
824028,3.8,0.0,0.25,88.0,1.3961259,0.6,0.6,0.0,0.0,0,R
687394,4.0,0.0,0.25,88.0,-7.1017084,0.0,0.0,0.0,0.0,0,R
676113,11.785714,0.33333334,0.25,84.24286,-0.7755705,0.8,1.0,0.18181818181818182,0.23636363636363636,2,L
675448,7.0,0.33333334,0.25,88.0,-1.0178572,1.0,1.0,0.5,0.0,1,R
800056,8.0,0.0,0.25,88.0,-6.4538774,0.0,0.6,0.0,0.0,0,L
678742,9.5,0.75,0.25,80.34545,0.5536812,0.75,1.0,0.0,0.42857142857142855,3,R
806394,3.8,0.3,0.25,88.0,-7.8924093,0.6,0.6,0.26,0.26,0,R
803175,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,L
687751,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
806146,16.0,0.0,0.25,88.0,-4.2640557,0.0,0.6,0.0,0.0,0,R
691616,9.0,0.0,0.25,88.0,-0.44927967,0.0,0.6,0.0,0.0,0,L
678926,4.0,0.0,0.25,88.0,-0.6734813,0.0,0.6,0.0,0.0,0,R
686793,3.8,0.0,0.25,88.0,0.0,0.6,0.6,0.0,0.0,0,L
800253,1.0,0.0,0.25,88.0,-5.4871798,0.0,0.6,0.0,0.0,0,R
702315,6.0,0.0,0.25,88.0,-5.0985985,0.0,0.0,0.0,0.0,0,R
687192,6.0,0.0,0.25,88.0,-16.342144,0.0,0.0,0.0,0.0,0,L
641796,8.709678,0.34375,0.25,78.12666,-2.2399826,0.7,1.0,0.18604651162790697,0.2857142857142857,4,R
656627,6.6666665,0.25,0.25,88.0,0.0,0.0,0.6,0.0,0.16666666666666666,0,R
691024,2.0,0.0,0.25,88.0,0.0,0.0,0.6,0.0,0.0,0,R
801430,3.8,0.5,0.25,88.0,-3.456818,0.6,0.6,1.0,0.0,0,L
683172,8.0,0.25,0.25,88.0,0.0,0.3333333333333333,0.6,0.0,0.2,1,L
676545,1.0,0.0,0.25,88.0,0.0,0.0,0.6,0.0,0.0,0,L
699615,3.8,0.0,0.25,88.0,-3.4270353,0.6,0.6,0.0,0.0,0,L
700681,5.5,0.4,0.25,88.0,-0.577316,0.5,0.0,0.0,0.4,0,R
702685,3.8,1.0,0.25,88.0,14.941279,0.6,0.6,0.0,1.0,0,L
802544,3.8,0.0,0.25,88.0,4.5945997,0.6,0.6,0.0,0.0,0,L
695031,6.6666665,0.5,0.25,88.0,-0.4926169,0.6666666666666666,1.0,0.0,0.5,2,R
806988,3.8,0.0,0.25,88.0,-3.9793963,0.6,0.6,0.0,0.0,0,R
685091,6.0,0.5,0.25,88.0,1.3081218,0.3333333333333333,0.6,0.0,0.3333333333333333,0,L
679821,3.8,1.0,0.25,88.0,5.3051214,0.6,0.6,0.0,1.0,0,R
677565,8.0,0.0,0.25,88.0,-8.976088,0.0,0.0,0.0,0.0,0,R
700081,3.8,0.3,0.25,88.0,-4.1533527,0.6,0.6,0.26,0.26,0,L
681184,4.0,0.0,0.25,88.0,-5.287202,0.0,0.6,0.0,0.0,0,L
828335,7.0,1.0,0.25,88.0,0.0,1.0,1.0,0.0,0.5,1,R
800195,3.8,0.0,0.25,88.0,-7.85093,0.6,0.6,0.0,0.0,0,R
686758,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
676024,3.0,1.0,0.25,88.0,0.0,0.0,0.6,0.0,0.6666666666666666,0,L
695604,5.0,0.33333334,0.25,88.0,0.0,0.0,0.6,0.0,0.3333333333333333,0,L
678854,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,L
691605,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
701327,4.5,0.0,0.25,88.0,0.0,0.0,0.6,0.0,0.0,0,R
800356,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,R
687628,3.8,0.3,0.25,88.0,38.349087,0.6,0.6,0.26,0.26,0,R
814413,3.8,1.0,0.25,88.0,7.0170455,0.6,0.6,1.0,0.0,0,L
702391,3.8,0.0,0.25,88.0,-1.4896641,0.6,0.6,0.0,0.0,0,R
684922,6.0,0.5,0.25,88.0,0.0,0.3333333333333333,0.6,0.0,0.25,0,R
694211,4.0,0.0,0.25,88.0,-5.729687,0.0,0.0,0.0,0.0,0,L
813844,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,L
691021,5.5,0.0,0.25,88.0,11.114062,0.0,0.0,0.0,0.3333333333333333,0,R
814806,3.0,0.0,0.25,88.0,-4.9451413,0.0,0.6,0.0,0.0,0,L
682618,5.6666665,0.6666667,0.25,88.0,0.96364367,0.6666666666666666,0.6,0.0,0.5,1,R
702679,13.0,0.25,0.25,88.0,-9.245847,0.5,0.5,0.0,0.16666666666666666,1,R
691285,5.0,1.0,0.25,88.0,1.2451174,0.0,0.0,1.0,0.0,0,L
694070,3.8,0.3,0.25,88.0,-0.7064456,0.6,0.6,0.26,0.26,0,R
696141,5.0,0.75,0.25,88.0,5.237155,1.0,1.0,0.0,1.0,2,R
682707,3.8,0.0,0.25,88.0,-7.182558,0.6,0.6,0.0,0.0,0,L
695490,12.0,0.0,0.25,88.0,5.2863655,0.0,0.0,0.0,0.0,0,R
828599,3.8,0.3,0.25,88.0,0.0,0.6,0.6,0.26,0.26,0,L
690107,3.8,0.3,0.25,88.0,-3.2533336,0.6,0.6,0.26,0.26,0,R
672537,5.5,0.0,0.25,88.0,-10.188826,0.0,0.0,0.0,0.0,0,R
